text,sent_makanan,sent_harga,sent_layanan,sent_lingkungan,sent_umum,,numerik_makanan,numerik_harga,numerik_layanan,numerik_lingkungan,numerik_umum
"Ayolah S.O.P nya di perbaiki , menunggu hidangan itu mengesalkan kalau memang durasi membuat hidangan itu  lama paling tidak sediakan pelanggan wifi .. menunggu lama sampai ES yang kamu pesan cair tak tersisa mkan jadi nggak mood �",,,negatif,,,,0,0,2,0,0
"Kemarin beli pas promo weekend, dapet mie sama es teh cuman 12rb aja. Mienya enak, toppingnya banyak (otak-otak 2, sosis 1, cheese ball 2, kulit ayam crispy 3, sama pangsit goreng). Worth to buy banget si, malah itungannya murah?? �",positif,positif,,,,,1,1,0,0,0
"Barusan nyobain makan disana, order 8.45 makanan datang jam 9.40 (55 menit) baru dateng. Bahkan yang datang sebelum ku sampe nunggu 1,5 jam baru makanan datang. Emang se nggak siap itukah pelayanannya? Ibaratnya nih, orang hamil, nunggu makanannya sampe melahirkan saking lamanya. Nyesel kesana. *GA AKAN PERNAH KESINI LAGI*",,,negatif,,,,0,0,2,0,0
"Mienya enak topingnya banyak pedasnya pas, Mantup dah pokok",positif,,,,,,1,0,0,0,0
Pelayanan baik harga baik makanannya enak udah sering kesini recomended,positif,positif,positif,,,,1,1,1,0,0
"Pembuatan mie lumayan lama
Rasa dan rasa standar",netral,,negatif,,,,3,0,2,0,0
"Kalo soal rasa memang enak, murah dan yg pasti hemat banget, porsinya lumayan gede, dan berbagai topping dgn harga yg ga ngotak murah. �",positif,positif,,,,,1,1,0,0,0
"Rasa Mienya asli enak mantap, cuma PELAYANANNYA lama banget.
Saran saja dahulukan yg makan ditempat, jgn campur aduk sesuai antrean. Padahal sudah ada jalur sendiri utk umum dan gojek. Lalu kenapa antrinya tetep saja. �",positif,,negatif,,,,1,0,2,0,0
"Mie favorit selama dijember, gak pernah bosen makan disini. Enak bgt, dg harga terjangkau, mie level2an ini porsinya pas sih menurut aku, dg level pedas yg pas juga, bisa dipilih level pedasnya, topping nya murah jg mulai dari 2k aja, dan harga mie nya kisaran 7k aja, porsi yg lumayan, enak dan gak pernah nyesel dan gak pernah bosen ?",positif,positif,,,,,1,1,0,0,0
Tempat baru dijlan raden patah 12 no 156 sebelah SD AL FURQON,,,,netral,,,0,0,0,3,0
"Mie nya neror banget, nendang pedesnya.
Walaupun level 2 udah pedes banget buat aku guys..??
Mie standart 5,500 tambah topping 2rb. �",netral,,,,,,3,0,0,0,0
"mienya enak dengan harga terjangkau, wajib coba kalau lagi di Jember",positif,positif,,,,,1,1,0,0,0
Ena nih cuman rasanya agak kesini agak hilang. Pdhal dulu oriental banget rasanya,negatif,,,,,,2,0,0,0,0
"Kecewa sih, rasanya berbeda sekali dengan yang dulu... Pedas sih iya, tapi rasanya gak dapet seperti yang masih di tempat dulu... Ini rasanya lebih ke cabe bukan nikmat rasa pedas nikmat... Semoga ada perbaikan lah...",negatif,,,,,,2,0,0,0,0
"Skrg sudah pindah ke tempat baru, masuk kira2 50 m ke jalan sunan bonang, sudah lebih luas dan adem tempatnya,untuk harga menu cukup rekomended untuk semua kalangan, menunya murah meriah, rasanya, tentu saja pedasnya meneror lidah para �",positif,positif,,positif,,,1,1,0,1,0
"enak dong ini
biasanya aku pesan yang paket komplit.
mie + telor + 3 pentol + sosis + daging burger + tofu (apa tuh ya namanya, �",positif,,,,,,1,0,0,0,0
"Bagi yang ingin makan mie, dengan rasa seperti mie gacoan, ini solusinya.
Rasa sepertinya lebih cocok untuk mie teror ini.
Dari segi harga, juga lebih cocok dan menyasar mahasiswa. �",netral,netral,,,,,3,3,0,0,0
"Tempat strategis, tempatnya bersih
Lumayan enak, tapi pelayanan kurang memuaskan",positif,,negatif,positif,,,1,0,2,1,0
Bisa memilih level kepedasan yg diinginkan. Ada level 1-5. Saya sarankan kalau mau pesen pedas diatas level 1. Karena level 1 kurang terasa pedasnya bagi penyuka panganan pedas. Harganya cukup murah mulai dari 7ribu. Bisa pilih topping �,netral,positif,,,,,3,1,0,0,0
"Enak, murah. Pedasnya nendang.
Bagi anda yang suka kuliner pedas, mie teror dapat menjadi pilihan yang patut untuk dicoba. �",positif,positif,,,,,1,1,0,0,0
Enak. Pedesnya dapet. Pemula level 1 cabe 5 yaa.,positif,,,,,,1,0,0,0,0
"Tempatnya nyaman banget, mienya enak terus toppingnya enak dan macem-macem ada sosis, tempura, daging, tahu yang kering itu.
Tambah toping itu kisaran harga Rp. 1.000 - Rp.2.500 �",positif,,,positif,,,1,0,0,1,0
"mie-nya enak dan khas. bisa rikues cabe 1 (haha). ada macam-macam promo baik di hari biasa maupun akhir pekan. terakhir ke sana hari minggu dapat promo mie spesial + susu mangga ?? bisa nikmat, kenyang, dengan harga yang sangat terjangkau. �",positif,positif,,,,,1,1,0,0,0
"enakk.. coba klo ada dimsum nya, lebih enak lagi",positif,,,,,,1,0,0,0,0
"Enak mienya lembut tapi ga gampang putus ada tambahan toping macem2 dgn berbagai pilihan dengan harga yang harus dibayar kita mendapatkan lebih dari yang kita bayangkan, tempatnya bersih parkir nyaman cocok buat bareng2 sama teman.",positif,,,positif,,,1,0,0,1,0
Harga terjangkau nambah toping cuma nambah duit 2000 aja/topping cuma kurang suka tekstur mienya sama bumbunya terlalu banyak kecap... Tapi untuk pedesnya mantap... Yang doyan pedes bisa coba ^_^,negatif,positif,,,,,2,1,0,0,0
Menu yg disediakan ditempat ini enak dengan berbagai variasi topping pada mie nya . Lokasi nya pun tidak begitu susah dijangkau. Didepan warung ini terdapat Alfamart dan disamping warung ini terdapat banyak warung juga.,positif,,,positif,,,1,0,0,1,0
"tempat cukup luas, tempatnya nyaman dan bersih. rasanya mantul ?? �",positif,,,positif,,,1,0,0,1,0
"Harga sesuai dengan kantong pelajar , cukup favorit , dan tidak terletak fi pinggir jalan utama , sehingga tidak bising dengan lalulintas kendaraan , serta mudah di temukan karena berada di dalam lingkungan perumahan.",,positif,,positif,,,0,1,0,1,0
Masih menjadi mie dengan rasa terenak versi saya.. harganya lumayan terjangkau.. tempatnya juga nyaman.. hanya saja waktu tunggunya aja yg luayan lama..,positif,positif,negatif,positif,,,1,1,2,1,0
"Tempatnya mudah dijangkau,pinggir jalan. Rasa mie.nya huwenak, apalagi di tambah taburan bawang goreng dan daun bawang.... Bisa pilih toping (telur, sosis, pentol, dsb).. Ada juga pilihan levelnya sesuai selera.....harga murmer, pas untuk kantong mahasiswa.... Tp disana gak ada tissue, jadi bawa sendiri ya buat yang kepedesan....",positif,positif,,negatif,,,1,1,0,2,0
"Soal Rasa nikmat ,hanya saja harus sabar menunggu karna sangat lama,",positif,,negatif,,,,1,0,2,0,0
"Rasanya berbeda dengan mie super pedas yang lain. Walau topping sederhana tetapi untuk rasa kepedasannya termasuk kategori pedas yang ngangenin. Kalau yang lain pedas yg hanya membuat lidah kepanasan tetapi mie teror ini pedas nikmat dan memiliki topping diantaranya sosis, telur, daging burger dan scallop. Haucek.",positif,,,,,,1,0,0,0,0
"Parah pesennya apa datengnya apa, tolong lebih teliti lagi pegawainya.. pesen dobel topping telur sama sosis, pas dibuka gada sosisnya mana udah kehitung harga sosisnya...KORUP banget... mau balik claim sosis nya tapi dah nyampe kost mana �",,,negatif,,,,0,0,2,0,0
"Mienya enak, porsinya cukup mengenyangkan. Ada opsi porsi jumbo buat kalian yang ngerasa kurang kalo sekedar makan porsi normal wkwk.",positif,,,,,,1,0,0,0,0
Menu ayam geprek nya klo siang sering gak fres kayak yang sisa kemarin digoreng lagi . Kemarin kecewa beli. Lain kali ayamnya harus fres dan yang baru,negatif,,,,,,2,0,0,0,0
Harga mahasiswa banget 10k mie + minum udah kenyang. Cm sayang lokasinya lumayan jauh dari kampus. Tolong buka cabang di daerah jl jawa/kalimantan/mastrip.,netral,positif,,netral,,,3,1,0,3,0
Mie nya mantap pelayanannya sangat sopan,positif,,positif,,,,1,0,1,0,0
"Kalo lagi di Mie teror, jangan dibawa pulang sumpitnya ?? �",,,,,netral,,0,0,0,0,3
"Mie dengan level pedas menantang..harga terjangkau dan ramah..pas deh buat anak2 muda, pertama tau waktu di traktir saudara yg juga pegawai mie teror..wuaah langsung ketagihan..recomended pokoke wes lah...sedaap, sukses terus ya dan semoga cepat buka cabang",netral,positif,positif,,,,3,1,1,0,0
"Tempat oke sih, rasa juga oke, tp gasukanya kenapa pelayan sering kali melihat pelanggan dan tertawa, jadi insecure kan
Apalagi skrg sistemnya nunggu 30mnt kalo makan di tempat, huh kzl",positif,,negatif,positif,,,1,0,2,1,0
"Mie teror adalah sajian dari olahan mie yang dimodifikasi dengan bumbu rahasia dan level kepedasan sesuai kebutuhan konsumen. Untuk topping terdiri dari : telur ceplok, sosis, dll. Harga terjangkau untuk semua kalangan, lokasi telah tersedia di google map silahkan ke sini dengan bantuan google map ya?? �",netral,positif,,netral,,,3,1,0,3,0
"Makanan mie ini,hanya mencari perbedaan penyajian rasa saja,apapun yg disajikan termasuk bumbu ""kekinian"" itu inti dari semua rasa,dengan berbagai nama yang lagi keren,coba masakan yg dibuat oleh kita sendiri saat lapar,setelah jadi masakan �",netral,,,,,,3,0,0,0,0
Makan disini Seperti Susana Ramadhan,,,,netral,,,0,0,0,3,0
"Special mie. Terutama yg suka mie pedas. Untuk para orangtua penyuka mie pedas, tetap bisa membawa anaknya kesini karena ada menu mie yg tidak pedas dan berbagai minuman.",positif,,,,,,1,0,0,0,0
"Yailah, ini udh langgananku dari 2019. Rasanya g berubah, mungkin tingkat kepedasannya kadang berubah, ngikutn harg cabe",netral,,,,,,3,0,0,0,0
Mie nya rasanya enak dengan beberapa jenis level/tingkat kepedasannya dan dengan berbagai macam topping. Hanya saja tempatnya kurang sedikit terjangkau.,positif,,,negatif,,,1,0,0,2,0
"pelayanan menurun ga kayak dulu
pesen mie sama kuah pedas,nunggu lama padahal sepi ,dateng mie duluan ,mienya abis baru kuahnya dateng ,disuruh minum mungkin kuah pedasnya hahahaha",,,negatif,,,,0,0,2,0,0
"dulu waktu masih awal2 buka masih di ruko langganan sih waktu itu masih ownernya yg masak terus udah jarang gak makan lagi, pernah makan tpi waktu itu rasanya kurang welcome di lidah terus gak pernah beli lagi tapi baru2 ini karena kangen �",negatif,,,,,,2,0,0,0,0
"Enak rasanya,. Unik mie di masak dengan bumbu kecap,..
Harga juga relatif murah meriah,. Toping juga banyak, level pedas juga macam2,.",positif,positif,,,,,1,1,0,0,0
Porsi mie lumayan lengkap . Recommended paket lapar karena toping nya banyak banget . Tapi rasa pedasnya masih kurang pas kalau dilidah saya .,negatif,,,,,,2,0,0,0,0
"Mie dengan rasa yg paling klop dilidah jogjaku yg suka manis, pedes jg, cm ada manis�nya gituuu
Tempatnya nyaman
Harganya bersahabat bangett",positif,positif,,positif,,,1,1,0,1,0
"Pedas mie nya nampol dilidah, apalagi pesan yang jumbo wuuh bakalan kenyang. Intinya tempat, pelayanan dan rasa mie sangat terjaga dengan baik.",positif,,positif,,,,1,0,1,0,0
"Enak banget sumpah, bagi yg suka pedas ini enak! Yg ga suka pedas tenang disini juga tersidia yang ori. Tempatnya gampang banget nyarinya. Dekor tempatnya juga bagus. Cuma tempat parkirnya aja yang panas",positif,,,negatif,,,1,0,0,2,0
Bagi saya yg pencinta pedes ini sih worth it bgt apalagi menyediakan delivery ahh mantap lah pokoknya apalagi isinya makin bikin kenyang porsinya sih ga play play ya bosqu ?? �,positif,,,,,,1,0,0,0,0
"Tempatnya enak, murah bagi dompet mahasiswa ??. Cuman kalau lagi ramee mejanya full, jadi musti nunggu sekejap. But overall, very recommended ???? �",positif,positif,,positif,,,1,1,0,1,0
"Soal rasa enak,juga pas dikantong",positif,positif,,,,,1,1,0,0,0
peetama kali nyoba langsung sukaaaa,,,,,netral,,0,0,0,0,3
"Dapet banyak,  topping dapet banyak dikelas 9rb.  Untuk penyuka manis ini cocok bgt..  Tapi bagi saya kurang gurih.. Pelayanan cepat meski antri. Dari nilai 100 saya kasih 78 dehh",negatif,positif,positif,,,,2,1,1,0,0
"mienya enak, pedesnya pas tapi pelayanan kurang banget, attitude karyawannya perlu diperbaiki",positif,,negatif,,,,1,0,2,0,0
sebenernya not bad tp kapan hari kesini pesenannya ada yg kelupaan ga dianter. sampe mau pulang baru dianter.,,,negatif,,,,0,0,2,0,0
"Mejanya ngelapnya kurang bersih, jadi masih lengket"" & udang rambutannya kurang Mateng di dalam, selebihnya sudah okay untuk makanannya",negatif,,,negatif,,,2,0,0,2,0
"Keren ini, rasa, kebersihan tempat, selalu dijaga. Tempat yang baru lebih baik dan lebih enak.. good job, 5 star",positif,,,positif,,,1,0,0,1,0
makanannya cukup enak tapi nunggu makanan nya lama hampir setengah jam lebih,positif,,negatif,,,,1,0,2,0,0
"Enak banget, soal pedes sumpah gak rugi , hot banget, tapi buat minumnya jangan mahal2 dong harganya hehe",positif,negatif,,,,,1,2,0,0,0
mienya enak banget. mirip kober tapi bentuk mienya beda. terus enaknya ada topping yang bisa kita pilih sesuka kita. harganya juga sangat terjangkau.,positif,positif,,,,,1,1,0,0,0
"Recommended bangettt ?? mie nya enak, nasi goreng nya enakk. Menunya ga melulu mie ternyata jadi ga bosen bosen �",positif,,,,,,1,0,0,0,0
"Waduh saya makan mie disini sudah antri lama sekali terkadang topping juga ada yg kurang, waktu itu saya makan mie.nya mungkin sisa yg kmren ya perut saya jadi mual",negatif,,negatif,,,,2,0,2,0,0
"Mienya enak pedas
Level 1-5",positif,,,,,,1,0,0,0,0
"Ini manteb sih, dengan 12k bisa dapet mie topping sosis gede. Level pedesnya juga wahh...pedes banget",positif,positif,,,,,1,1,0,0,0
"Mie teror salah satu referensi permie-an di jember ya gais..
Rasanya ga kalah saing, manteup banget!!
Sensasi rasanya bisa kalian coba sendiri ya guys, yuk cobain!! :)",positif,,,,,,1,0,0,0,0
"Tempat : new placenya sangat recommended
Makanan : sangat enak, apalagi ada menu lapar, topingnya komplit
Minuman : average lah, cukup
Pelayanan : cukup cepat,",positif,,positif,positif,,,1,0,1,1,0
"Banyak tempat yang sejenis dengan kedai mie di sini. Tapi mungkin bedangan di sini lebih banyak lauknya, tidak cuma sosis dan kornet, juga ada pentol dan telor juga jadi lebih kenyang",netral,,,,,,3,0,0,0,0
"Kalau masuk gofood seharusnya pakek go resto sya selaku drever gojek merasa kecewa,capek jauh2 gak taunya mie teror tutup",,,negatif,,,,0,0,2,0,0
"Mie yang rekomended banget, khususnya bagi pecinta pedes,
Bagi yang ndak suka pedes bisa juga pake porsi yang ndak pedes alias level ""anak sholeh""",positif,,,,,,1,0,0,0,0
Mienya  dan harganya murah. Recomendeed. Cuma kurang fasilitas cuci tangannya kak. Tp gk masalah soalnya pakai sumpit,netral,positif,,negatif,,,3,1,0,2,0
Enak loh tempat nya adem dan mudah nyarinya terus pelayanan nya baik banget sama harga mah murah cocok buat pecinta pedas,,positif,positif,positif,,,0,1,1,1,0
Perlu persiapan tisu untuk pengunjung... Sebab waktu saya berkunjung tisunya habis.. Tapi kualitas rasa enak dengan harga kantong anak SMA,positif,positif,,negatif,,,1,1,0,2,0
"Pelayanan lama, lebih mendahulukan yg delivery drpd yg makan di tempat, pelayanan kasir kadang diselingi menerima order delivery sehingga antrean yg akan makan di tempat jd panjang",,,negatif,,,,0,0,2,0,0
"Salah satu stan mie terbaik, tempatnya enak dan bersih, pelayanan cepat,, di sarankan untuk beli pahe aja biar lebih hemat.",positif,,positif,positif,,,1,0,1,1,0
Sepi tapi pelayanan sangat sangat lama,,,negatif,,,,0,0,2,0,0
"Enak, harga terjangkau, bikin nagih",positif,positif,,,,,1,1,0,0,0
Hargay cukup murah tpi pelayan nya lelet banget  smpek lebih 30mnt nunggu mkanan dtg smpek es nya mencair semua???? �,,positif,negatif,,,,0,1,2,0,0
"Alhamdulillah Mienya enak ??harganya terjangkau , tmpatnya cocok buat makan sma teman / sahabat ?? . �",positif,positif,,positif,,,1,1,0,1,0
"Rasa mienya bisa ditingkatkan lagi, biar lebih enak
Untuk tempatnya, cuma perlu diperluas supaya bisa menampung lebih banyak orang lagi",negatif,,,negatif,,,2,0,0,2,0
"mie teroor ini isinya banyak menurutku, bisa req pedas dan harga kantong pelajar banget weheheh",netral,positif,,,,,3,1,0,0,0
"Mie nya enak, harga ramah kantongg, cocok untuk semua kalangan. Tempat bersih.",positif,positif,,positif,,,1,1,0,1,0
Saya kurang setuju jika ada pelayanan telp... Kita sama sama driver online... Di aplikasi si A ada paling atas dan si B di nomer 2...justru yang diselesaikan yg nomer 2...bukannya mana yang lebih dulu masuk itu yang dilayani... Tolong perbaiki lagi... Salam satu  Aspal,,,negatif,,,,0,0,2,0,0
Enak dan murah. Porsinya juga ga terlalu banyak. Pedesnya enak. Ga cuma pedas tapi ada manis2nya.,positif,positif,,,,,1,1,0,0,0
Saya pikir agak aneh. Karena mendahulukan orderan pesan antar lewat WA. Sedangkan customer antri sampai panjang. Payah,,,negatif,,,,0,0,2,0,0
"Pelayanannya lamaaaa...gak disediakan tissue dan tusuk gigi, kl rasa dan hrg oke
Overall ?? �",positif,positif,negatif,,,,1,1,2,0,0
"Mienya lumayan, murah. Tp yg Kulit cripsy, jumlah nya terlalu sedikit",negatif,positif,,,,,2,1,0,0,0
"Rasanya konsisten dari zaman aku kuliah, tetep enak. hanya saja proses penyajiannya cukup lama",positif,,negatif,,,,1,0,2,0,0
Warung mie endemik Jember dengan rasa otentik dan menu yang semuanya enak,positif,,,,,,1,0,0,0,0
Level 1 aja Uda pedasssss,netral,,,,,,3,0,0,0,0
"Cocok untuk tempat kumpul, dan ngobrol dengan teman-teman. Dan tidak lupa yang paling penting banyak pencuci mata XD",,,,positif,,,0,0,0,1,0
"Enak, cocok untuk yang suka pedes",positif,,,,,,1,0,0,0,0
enak sih tapi nunggu pesenannya 1 jam sendiri,positif,,negatif,,,,1,0,2,0,0
"Mantap Layanan, Makanan, Suasana sangat Bersahabat....?????????????? �",positif,,positif,positif,,,1,0,1,1,0
Salah satu tempat makan bagi pecinta mie dan pecinta pedas. Harganya ekonomis banget.,,positif,,,,,0,1,0,0,0
"Ini gaboleh di lewatin kalo ke Jember... Mie nya anak BKP polije... Rasa nya beeehh gadiragukan lagi... mantul dah pokoknya, Ngangeniiiiiiin",positif,,,,,,1,0,0,0,0
"Rekomend pokonya, enak ngets ??? �",positif,,,,,,1,0,0,0,0
Aku rekomendasiin kalian yg suka pedes jangan lupa kalo ke jember mampir kek kedai mie teror di jamin nuagihhhhh,,,,,positif,,0,0,0,0,1
"Tersedia mie dengan level 1-5, enak. Berkali-kali beli dan ndak pernah bosen ?? �",netral,,,,,,3,0,0,0,0
Ini sangat mematika rezekinya gojek lama bnget nunggunya apalagi csaqqa sabaran kasian driver gojeknya,,,negatif,,,,0,0,2,0,0
"Tempat makan yg sering bikin kangen, meskipun sering bolak balik. Eitsiya, gepreknya enak disni",positif,,,,,,1,0,0,0,0
"Mienya enakk bangett, harga terjangkau pula, dan pelayanannya memuaskan  bangett",positif,positif,positif,,,,1,1,1,0,0
"Mie nya mantul , syuka deh pokoknya ?? �",positif,,,,,,1,0,0,0,0
"Favorit banget, selain tempatnya yang bagus, makananannya yang murah, harganya juga ramah bagi dompet mahasiswa",,positif,,positif,,,0,1,0,1,0
pedas nya pas Ndak bikin nangis tapi cukup bikin panas lidah. mantap,netral,,,,,,3,0,0,0,0
"Jelek kumuh gatel pelayanan buruk, pesanan lama males deh mau kesini lagi,mienya enak",positif,,negatif,,,,1,0,2,0,0
Resto lama dan lemot.. pesan 3 mie hampir 1 jam selesai padahal keadaan sepi..,,,negatif,,,,0,0,2,0,0
"Uenak tenan mienya, saya suka, toppingnya banyak dan murah",positif,positif,,,,,1,1,0,0,0
nilai sendiri saja... Bikin kapok sih... G lagi2.. soalnya ketagihan ???????? �,,,,,netral,,0,0,0,0,3
"Heleeehh pesanan dikit, nunggu makanan jadi aja lama amat, rasa B aja",netral,,negatif,,,,3,0,2,0,0
"Benar benar sangat enak, murah, dan memuaskan. Bikin nagih. Apalagi banyak toppingnya. Kalau ke Jember, salah satu yang paling di rindukan",positif,positif,,,,,1,1,0,0,0
"untuk pesanan saya kasih bintng 3 dl,tolong di perbaiki managemenny....pelanyananny lama...buat ojol dan konsumen biasa",,,negatif,,,,0,0,2,0,0
"Mantap mienya, bagi pecinta mie pedas cocok, harga relatif",positif,netral,,,,,1,3,0,0,0
"Mie nya enak, pedes nampol
Plyanan agak lama, tempt luas",positif,,negatif,positif,,,1,0,2,1,0
Jualan mie pedes pake level. Kalo doyan pedes boleh coba. Siapin obat diare ya,netral,,,,,,3,0,0,0,0
"Mie dg berbagai topping dg level pedes sesuai selera...
Enak pol...",positif,,,,,,1,0,0,0,0
"Bumbu dan mie nya pas, ditambah topping makin sempurna, apalagi topping nya banyak bangeett ..",positif,,,,,,1,0,0,0,0
"mienya enak, ada menu jumbo juga bisa bikin kenyang, harga juga terjangkau",positif,positif,,,,,1,1,0,0,0
"Saking enakny, sampe ampir tiap hari beli, selain enak, tempatny deket dr rumah",positif,,,positif,,,1,0,0,1,0
Tempat nya lumayan... Mie nya bikin ketagihan .. recommended bgt,positif,,,positif,,,1,0,0,1,0
Pas buat yang suka makan pedes dan harga hemat di kantong,,positif,,,,,0,1,0,0,0
Mi nya enak yg pedes. Tpi kalo ga pedes kurang rasanya,netral,,,,,,3,0,0,0,0
"Langganan dikala weekend nih, tiap weekend selalu ada promo menu",,,,,positif,,0,0,0,0,1
"Rasa enak. Tetapi pelayanan hari ini lumayan lama, tidak seperti biasanya",positif,,negatif,,,,1,0,2,0,0
"Makanan enak, tempat mudah di temukan nyamat pelayanan cepat",positif,,positif,positif,,,1,0,1,1,0
Kurang oke sama antriannya...pegawainya serabutan..andai lebih di konsep bagian msing masing bisa lebih cepat,,,negatif,,,,0,0,2,0,0
Mie yang enak. Tempatnya rapi dan bersih. Berada di jalan Sunan Bonang. Talangsari.,positif,,,positif,,,1,0,0,1,0
"Tempatnya rame, harga nya murah meriah.. Recomended lah buat t4 malming..",,positif,,positif,,,0,1,0,1,0
Suka dan rasanya bikin nagih. Biasanya ada promo yang menurut saya lebih hemat...,positif,positif,,,,,1,1,0,0,0
Mienya enak suasananya nyaman buat nongkrong bareng temen,positif,,,positif,,,1,0,0,1,0
"MasyaAllah, sejauh ini, mie yg paling enak, dan murah.",positif,positif,,,,,1,1,0,0,0
Mie dan toping enak hanya saja mie kebanyakan minyak dan minuman kurang manis,negatif,,,,,,2,0,0,0,0
"Tempatnya pindah
Masuk gang sebelah Anda Bakery, 100 meter, Kanan jalan. Ada tulisannya gede.",,,,netral,,,0,0,0,3,0
Mantap buat kuliner... Buat yang belum coba silahkan mampir????,,,,,netral,,0,0,0,0,3
"Setiap weekend selalu ada promo
Tpi saysng tempatnya kurang luass",,positif,,negatif,,,0,1,0,2,0
Muantap dah enak banget.. pekat bumbunya.. suka saya,positif,,,,,,1,0,0,0,0
Makanannya enak dan puas. Tetapi pegawainya kurang ramah,positif,,negatif,,,,1,0,2,0,0
"Harganya cocok untuk mahasiswa, rasanya lumayan. Tempatnya boleh juga Lokasi cukup bagus.",netral,positif,,positif,,,3,1,0,1,0
Menu yang enak dan tidak mengecewakan pelanggan dan sering ada diskon,positif,positif,,,,,1,1,0,0,0
Enak murah bersih nyaman,positif,positif,,positif,,,1,1,0,1,0
"Parkir di dalam bayar untuk ojol,jd parkir di luar sulit campur dgn mobil",,,,negatif,,,0,0,0,2,0
"Mienya pedes banget, toppingnya banyak, mantab lah",positif,,,,,,1,0,0,0,0
"Topping nya banyakk poll, harganya juga worth it sama topping nya, rasanya juga enakk,",positif,,,,,,1,0,0,0,0
"Makanan enak , sayang pake sedotan bekas di potong hingga setengah",positif,,,negatif,,,1,0,0,2,0
"Ini salah satu mie pedes di Jember yang wajib buat dicoba, pedesnya ga main-main..",,,,,positif,,0,0,0,0,1
"Mienya sangat menggoda
Apa lagi mbak2 nya ???? �",netral,,,,,,3,0,0,0,0
Harga bersahabat makanannya pun cukup enak. ?? �,positif,positif,,,,,1,1,0,0,0
"Suka mie? Suka pedes? Cocok deh sama tempat ini, banyak juga pilihan toping",netral,,,,,,3,0,0,0,0
Enak banget sangat recommended,positif,,,,,,1,0,0,0,0
Kecewa saya pesan level 5 tapi yg dateng gak sesuai.,,,negatif,,,,0,0,2,0,0
"mie dengan tingkat kepedasan luar biasa
bisa pilih level sekuat dirimu ?? �",netral,,,,,,3,0,0,0,0
Tempat paling lama kalo mau makan diatas jam 6 petang,,,negatif,,,,0,0,2,0,0
Tempat makan mie pedes enak.. macem2 dah topingnya,positif,,,,,,1,0,0,0,0
"Tempatnya nyaman, pelayanannya ramahhh, mie nya nagihhhh",positif,,positif,positif,,,1,0,1,1,0
Tisu taruh di meja jangan suruh ambil sendiri biar gak bingung,,,,negatif,,,0,0,0,2,0
Aq pernah nyobain mi teror level 2 udah bikin bibir jdi doer sumpah pedesx gilaaaaaaa,netral,,,,,,3,0,0,0,0
Makanannya good banget. Cmn agak panas tempate karena dapur.,positif,,,negatif,,,1,0,0,2,0
"Tempatnya nyaman,  jauh dari kebisingan. Buat ngedate maem bersama,  pas sekali.",,,,positif,,,0,0,0,1,0
"Mienya kenyal lembut dan enak, tempat nyaman",positif,,,positif,,,1,0,0,1,0
"Enak , pedes , masak nya agak lama 15 menitan",positif,,negatif,,,,1,0,2,0,0
Lumayan. Dibungkus nih.,,,,,netral,,0,0,0,0,3
"Mie nya enak. Rekomendasi banget.
Murah dan komplit",positif,positif,,,,,1,1,0,0,0
Lumayan enak tapi lebih enak mie Kober (tapi ini selera pribadi),netral,,,,,,3,0,0,0,0
"Mie nya lumayan enak,harga relatif murah lah..",positif,positif,,,,,1,1,0,0,0
"Enak, harga terjangkau

Lupa ga ngefoto",positif,positif,,,,,1,1,0,0,0
"Dihubungi, via WhatsApp, ada nada panggil tapi tidak diangkat... Usul saya jangan di on kan wa maupun saluran telpon jika tidak diangkat.",,,negatif,,,,0,0,2,0,0
"Menu makanan enak, harus dicobaaa favorite mie di jember ?? �",positif,,,,,,1,0,0,0,0
Mie pedas ala ala tapi murah meriah dan banyak pilihan toping ?? �,netral,positif,,,,,3,1,0,0,0
"Yukk kalian yg mau ke maen ke jember, jangan lupa mampir kesini yak,
Banyak level yg harus kalian coba !",,,,,netral,,0,0,0,0,3
Cukup memuaskan,,,,,netral,,0,0,0,0,3
7/10 mie pedas dengan toping yang banyak dan minyak yg banyak juga.,negatif,,,,,,2,0,0,0,0
Harga yang cukup terjangkau dan rasanya yang mantap poll,positif,positif,,,,,1,1,0,0,0
ada pilihan menu yang dapat dipilih sesuai selera dan budget kantong,,,,,netral,,0,0,0,0,3
Tempat cukup bersih.  Rasa lumayan dan pelayanan cukup cepat.,netral,,positif,positif,,,3,0,1,1,0
"Mayan sih ini, topingnya gud mie nya maybe, tempatnya juga mayan",positif,,,positif,,,1,0,0,1,0
"Pedasnya mantap,harga murmer dengan varian menu yg banyak",positif,positif,,,,,1,1,0,0,0
"Enak mantap, akan berlangganan",positif,,,,,,1,0,0,0,0
"Paket Puas cuma 12rb dengan toping lengkap, nagih banget.",,netral,,,,,0,3,0,0,0
"Harga cocok untuk anak kos:)
Harga mulai dari 8-13k",,positif,,,,,0,1,0,0,0
Harga dan rasa memuaskan tp sayangnya pelayanan lama,positif,positif,negatif,,,,1,1,2,0,0
"Enak murah, rekomended",positif,positif,,,,,1,1,0,0,0
"Rasa biasa aja, pedesnya lumayan lah",netral,,,,,,3,0,0,0,0
"Enak , pedesnya gilak , harga terjangkau",positif,positif,,,,,1,1,0,0,0
"Mhon maap petolnya agak gk enak barusan aku makan,",negatif,,,,,,2,0,0,0,0
Mienya enak murah banyak topping,positif,positif,,,,,1,1,0,0,0
